ROWNUM;Name;Location;Type;TypePhoto;Power;AdmArea;X_WGS;Y_WGS;GLOBALID;
785;"Часы";"Грина ул., д11 пересечение с местным пр.";"КП 098-04";"";"0.125";"Юго-Западный АО";"37.5677";"55.567937";"92387138";
786;"Часы";"Бунинская аллея, м.""Бунинская аллея"", 1-я опора на площади";"КП 098-04";"";"0.125";"Юго-Западный АО";"37.514462";"55.537413";"92387139";
787;"Часы";"Ключевая ул., д6 пересечение с местным пр.";"КП 098-04";"";"0.125";"Южный АО";"37.758078";"55.638062";"92387140";
788;"Часы";"Алтуфьевское шоссе, д72 пересечение с ул.Пришвина";"КП 098-04";"";"0.125";"Северо-Восточный АО";"37.586948";"55.889577";"92387141";
789;"Часы";"Ульяновой Марии ул., д10";"КП 098-04";"";"0.125";"Юго-Западный АО";"37.524904";"55.681097";"92387142";
790;"Часы";"Парковая 16-я ул., д2а пересечение с Первомайской ул.";"КП 098-04";"";"0.125";"Восточный АО";"37.823537";"55.791537";"92387143";
791;"Часы";"Куусинена ул., д2 м.""Полежаевская""";"КП 098-04";"";"0.125";"Северный АО";"37.517565";"55.777706";"92387144";
792;"Часы";"Трофимова ул., м.""Кожуховская"" 2 опора пересечение с Южнопортовой ул. 2 оп.";"КП 098-04";"";"0.125";"Юго-Восточный АО";"37.686328";"55.705027";"92387145";
793;"Часы";"Ореховый б-р, д47/33 м. ""Красногвардейская""";"КП 098-01";"";"0.125";"Южный АО";"37.745988";"55.614154";"92387146";
794;"Часы";"Шипиловский пр., д43 к1 пересечение с местным пр-м";"КП 098-01";"";"0.125";"Южный АО";"37.696838";"55.610441";"92387147";
795;"Часы";"Варшавское шоссе, д138 Автопассаж";"КП 098-01";"";"0.125";"Южный АО";"37.610602";"55.613986";"92387148";
796;"Часы";"Варшавское шоссе, д110 пересечение с местным пр-м";"КП 098-01";"";"0.125";"Южный АО";"37.619433";"55.64249";"92387149";
797;"Часы";"Хабаровская ул., д15 к1 ТЦ ""12 месяцев""";"КП 098-01";"";"0.125";"Восточный АО";"37.824675";"55.822649";"92387150";
798;"Часы";"Заозерная ул., д15 ГИБДД";"КП 098-01";"";"0.125";"Восточный АО";"37.84638";"55.718494";"92387151";
799;"Часы";"Косинская Б.ул., д16 к1 пересечение с местным пр-дом";"КП 098-01";"";"0.125";"Восточный АО";"37.853969";"55.711739";"92387152";
800;"Часы";"Старостина Николая ул., напротив д17/3 пересечение с Салтыковской ул.";"КП 098-01";"";"0.125";"Восточный АО";"37.860283";"55.730755";"92387153";
801;"Часы";"Старостина Николая ул., д5 пересечение с Суздальской ул.";"КП 098-01";"";"0.125";"Восточный АО";"37.850164";"55.731219";"92387154";
802;"Часы";"Петрозаводская ул., д24 пересечение с местным пр-м";"КП 098-01";"";"0.125";"Северный АО";"37.493168";"55.866788";"92387155";
803;"Часы";"Полубоярова Маршала ул., д22 пересечение с местным проездом";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.861793";"55.68272";"92387156";
804;"Часы";"Бунинская аллея, д2 пересечение с ул.Адмирала Лазарева";"КП 098-03";"";"0.125";"Юго-Западный АО";"37.513209";"55.541704";"92387157";
805;"Часы";"Совхозная ул., д41 м ""Люблино""";"КП 098-03";"";"0.125";"Юго-Восточный АО";"37.761108";"55.674221";"92387158";
806;"Часы";"Белореченская ул., д37 к1 пересечение с местным пр.";"КП 098-03";"";"0.125";"Юго-Восточный АО";"37.770831";"55.66439";"92387159";
807;"Часы";"Краснохолмская Нижн.ул., д52 к5 пересечение с Космодамианской наб.";"КП 098-03";"";"0.125";"Центральный АО";"37.642639";"55.733685";"92387160";
808;"Часы";"Бирюзова Маршала ул., д18";"КП 098-03";"";"0.125";"Северо-Западный АО";"37.490608";"55.795111";"92387161";
809;"Часы";"Осенний б-р, д11 м.""Крылатское""";"КП 098-01";"";"0.125";"Западный АО";"37.407331";"55.7579";"92387162";
810;"Часы";"Донского Дмитрия б-р, д13 пересечение с ул.Грина";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.574164";"55.566333";"92387163";
811;"Часы";"Южнобутовская ул., д41 пересечение с Чечерским пр-дом";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.534137";"55.537773";"92387164";
812;"Часы";"Южнобутовская ул., д91 пересечение с местным пр-дом";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.522033";"55.534882";"92387165";
813;"Часы";"Ушакова Адмирала бульв., д5";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.553075";"55.54743";"92387166";
814;"Часы";"Менжинского ул., д38 м ""Бабушкинская""";"КП 098-01";"";"0.12";"Северо-Восточный АО";"37.663201";"55.870006";"92387167";
815;"Часы";"Мира просп., д102 Крестовский мост";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.636311";"55.801609";"92387168";
816;"Часы";"Мира просп., д108";"КП 098-01";"";"0.12";"Северо-Восточный АО";"37.636813";"55.804362";"92387169";
817;"Часы";"Мира просп., д116 напротив м-н ""Детский мир""";"КП 098-01";"";"0.125";"Северо-Восточный АО";"37.637851";"55.809949";"92387170";
818;"Часы";"Мира просп., д124 к8";"КП 098-04/1";"";"0.14";"Северо-Восточный АО";"37.638301";"55.812845";"92387171";
819;"Часы";"Мира просп., д21 Дом моды Зайцева";"КП 098-01";"";"0.12";"Центральный АО";"37.632435";"55.778674";"92387172";
820;"Часы";"Мира просп., д38 м. ""Пр-т Мира""";"КП 098-01";"";"0.12";"Центральный АО";"37.633232";"55.779597";"92387173";
821;"Часы";"Мира просп., д69";"КП-098";"";"0.125";"Центральный АО";"37.634654";"55.786572";"92387174";
822;"Часы";"Мира просп., д112-114 м. ""Алексеевская""";"КП 098-01";"";"0.12";"Северо-Восточный АО";"37.63745";"55.807763";"92387175";
823;"Часы";"Мичуринский просп., д22 к1";"КП 098-01";"";"0.125";"Западный АО";"37.504266";"55.701194";"92387176";
824;"Часы";"Мичуринский просп., д38";"КП 098-04/1";"";"0.14";"Западный АО";"37.497532";"55.69745";"92387177";
825;"Часы";"Мичуринский просп., д54 к1";"КП-098";"";"0.125";"Западный АО";"37.49101";"55.693618";"92387178";
826;"Часы";"Мичуринский просп., д8/29, пл. Индиры Ганди";"КП-098";"";"0.125";"Западный АО";"37.512158";"55.706584";"92387179";
827;"Часы";"Можайское шоссе, д54 к/т ""Минск""";"КП 098-01";"";"0.12";"Западный АО";"37.401615";"55.716164";"92387180";
828;"Часы";"Москворецкая ул., пересечение с ул. Варварка (гос. ""Россия"")";"КП 098-01";"";"0.12";"Центральный АО";"37.62536";"55.751631";"92387181";
829;"Часы";"Мосфильмовская ул., д72 А пересечение с ул.Минская";"КП 098-01";"";"0.12";"Западный АО";"37.50731";"55.711148";"92387182";
830;"Часы";"Мосфильмовская ул., напротив д17 Университетский просп.";"КП 098-01";"";"0.125";"Западный АО";"37.516182";"55.716087";"92387183";
831;"Часы";"Моховая ул., д15/1 пересечение с ул.Тверская д1(Манежная пл.)";"КП 098-01";"";"0.12";"Центральный АО";"37.614604";"55.756868";"92387184";
832;"Часы";"Моховая ул., д5 Российская гос. библиотека";"КП 098-01";"";"0.12";"Центральный АО";"37.609881";"55.751269";"92387185";
833;"Часы";"Мясницкая ул., напротив д26 Б м.""Тургеневская""";"КП 098-01";"";"0.12";"Центральный АО";"37.636926";"55.76501";"92387186";
834;"Часы";"Народного Ополчения ул., д28 пересечение с ул.Тухачевского";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.481199";"55.782558";"92387187";
835;"Часы";"Народного Ополчения ул., д36 м.""Октябрьское поле""";"КП-098";"";"0.125";"Северо-Западный АО";"37.485345";"55.788335";"92387188";
836;"Часы";"Неглинная ул., напротив д2/6 пересечение с ул.Пушечная (ЦУМ)";"КП 098-01";"";"0.12";"Центральный АО";"37.620779";"55.760731";"92387189";
837;"Часы";"Никитские Ворота площадь, ; пересечение с Тверским бульв.";"КП-098";"";"0.125";"Центральный АО";"37.598594";"55.757686";"92387190";
838;"Часы";"Басманная Старая ул., д38/2 пересечение с ул.Ст.Басманная, пл. Разгуляй";"КП 098-01";"";"0.12";"Центральный АО";"37.669275";"55.769554";"92387191";
839;"Часы";"Новая пл., д3/4 Политехнический музей (в центре)";"КП-098";"";"0.125";"Центральный АО";"37.628945";"55.757688";"92387192";
840;"Часы";"Новинки ул., д2 к/т ""Орбита""";"АЧС-800";"";"0.08";"Южный АО";"37.667951";"55.67678";"92387193";
841;"Часы";"Новокосинская ул., пересечение с ул.Городецкой";"КП 098-01";"";"0.125";"Восточный АО";"37.866657";"55.742473";"92387194";
842;"Часы";"Габричевского ул., д10";"КП 098-01";"";"0.12";"Северо-Западный АО";"37.460676";"55.816853";"92387195";
843;"Часы";"Новослободская ул., д2 м.""Новослободская""";"КП-098";"";"0.125";"Центральный АО";"37.600743";"55.779742";"92387196";
844;"Часы";"Ангарская ул., д6";"КП-098";"";"0.125";"Северный АО";"37.512285";"55.871936";"92387197";
845;"Часы";"Новослободская ул., д62 к2 пересечение с ул.Сущевский вал";"КП 098-01";"";"0.12";"Центральный АО";"37.5901";"55.791192";"92387198";
846;"Часы";"Нахимовский просп., д45";"КП 098-04/1";"";"0.1";"Юго-Западный АО";"37.571037";"55.674989";"92387199";
847;"Часы";"Новочеремушкинская ул., д44 к/т ""Тбилиси""";"КП 098-01";"";"0.12";"Юго-Западный АО";"37.568585";"55.672438";"92387200";
848;"Часы";"Новочеркасский б-р, пересечение с ул. Маршала Голованова к/т ""Экран""";"АЧС-800";"";"0.08";"Юго-Восточный АО";"37.729353";"55.647526";"92387201";
849;"Часы";"Арбат Новый ул., д2 пересечение с Никитским бульв.";"КП 098-01";"";"0.12";"Центральный АО";"37.600026";"55.753074";"92387202";
850;"Часы";"Арбат Новый ул., д21 ""Глобус""";"КП 098-01";"";"0.12";"Центральный АО";"37.585227";"55.752463";"92387203";
851;"Часы";"Арбат Новый ул., д22 к/т ""Октябрь""";"КП 098-01";"";"0.12";"Центральный АО";"37.589078";"55.752743";"92387204";
852;"Часы";"Арбат Новый ул., д31 напротив Мэрии";"КП 098-01";"";"0.12";"Центральный АО";"37.576288";"55.75244";"92387205";
853;"Часы";"Лесная ул., напротив д63/43 пересечение с Новослободской ул.";"КП 098-01";"";"0.125";"Центральный АО";"37.59644";"55.784014";"92387206";
854;"Часы";"Каспийская ул., влад.36 м.""Царицыно""";"КП 098-01";"";"0.125";"Южный АО";"37.669189";"55.620509";"92387207";
855;"Часы";"Краснодарская ул., ТД ""Москва"" пересечение с Цимлянской ул.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.777514";"55.672537";"92387208";
856;"Часы";"Краснодарская ул., влад.58 пересечение с Тихорецким б-ром";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.77227";"55.675292";"92387209";
857;"Часы";"Верхние поля ул., д36/1 пересечение с Цимлянской ул.";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.766757";"55.667523";"92387210";
858;"Часы";"Осенний б-р, д3 м.""Крылатское""";"КП 098-01";"";"0.125";"Западный АО";"37.407643";"55.755693";"92387211";
859;"Часы";"Сыромятническая Верхн.ул., д7 пересечение с местным пр.";"КП 098-03";"";"0.125";"Центральный АО";"37.660922";"55.754575";"92387212";
860;"Часы";"Волоколамское шоссе, д43";"КП 098-01";"";"0.125";"Северо-Западный АО";"37.469739";"55.814197";"92387213";
861;"Часы";"Василевского Маршала ул., напротив д15/1 пересечение с Щукинской ул.";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.463672";"55.808746";"92387214";
862;"Часы";"Ленинградский просп., д5";"КП 098-01";"";"0.08";"Северный АО";"37.577388";"55.779559";"92387215";
863;"Часы";"Валовая ул., д8/18 пересечение с 6-м Монетчиковским пер.";"КП 098-01";"";"0.08";"Центральный АО";"37.63249";"55.730781";"92387216";
864;"Часы";"Шереметьевская ул., д29 пересечение с 8-м пр-м Марьиной Рощи";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.615482";"55.804148";"92387217";
865;"Часы";"Горчакова ул., д42 к1 м.""Улица Горчакова"" опора на стоянке";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.532615";"55.542012";"92387218";
866;"Часы";"Адмирала Лазарева ул., напротив д6 пересечение с местным пр-м";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.541962";"55.545914";"92387219";
867;"Часы";"Алтуфьевское шоссе, д80 пересечение с ул.Пришвина";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.587104";"55.894361";"92387220";
868;"Часы";"Мичуринский просп., д14 пересечение с ул.Столетова";"КП 098-01";"";"0.08";"Западный АО";"37.507139";"55.702802";"92387221";
869;"Часы";"Скобелевская ул., д8 пересечение с местным пр-м";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.554679";"55.550198";"92387222";
870;"Часы";"Ленинский просп., д99";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.518837";"55.669774";"92387223";
871;"Часы";"Митинская ул., д39 пересечение с 3-м Митинским пер.";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.354484";"55.849193";"92387224";
872;"Часы";"Ленинградское шоссе, д14 пересечение со Старопетровским пр.";"КП 098-01";"";"0.08";"Северный АО";"37.497468";"55.820066";"92387225";
873;"Часы";"Каширское шоссе, д24 стр8 м.""Каширская""";"КП 098-01";"";"0.08";"Южный АО";"37.646572";"55.654159";"92387226";
874;"Часы";"Боровское шоссе, д36 пересечение с ул.Шолохова";"КП 098-04";"";"0.08";"Западный АО";"37.353833";"55.638596";"92387227";
875;"Часы";"Стромынка ул., д12 пересечение с Боевской ул.";"КП 098-04";"";"0.06";"Восточный АО";"37.691339";"55.793174";"92387228";
876;"Часы";"Перерва ул., напротив д30 пересечение с местным пр-м";"КП 098-04";"";"0.06";"Юго-Восточный АО";"37.734074";"55.653191";"92387229";
877;"Часы";"Дубнинская ул., д12 пересечение с Дегунинским пр-м";"КП 098-04";"";"0.06";"Северный АО";"37.566557";"55.863696";"92387230";
878;"Часы";"Изумрудная ул., д18/14 пересечение с Шушинской ул.";"КП 098-04";"";"0.06";"Северо-Восточный АО";"37.682534";"55.871003";"92387231";
879;"Часы";"Обручева ул., д29 пересечение с Научным пр-м";"КП 098-04";"";"0.06";"Юго-Западный АО";"37.542856";"55.65439";"92387232";
880;"Часы";"Ленинский просп., д38 стр1 пересечение с ул.Академика Зелинского";"КП 098-04";"";"0.06";"Юго-Западный АО";"37.573101";"55.7041";"92387233";
881;"Часы";"Боровское шоссе, д51 (5-я опора)";"КП 098-04";"";"0.06";"Западный АО";"37.351498";"55.637202";"92387234";
882;"Часы";"Сущевский Вал ул., д50А пересечение с Октябрьской ул.";"КП 098-04";"";"0.06";"Северо-Восточный АО";"37.61343";"55.792784";"92387235";
883;"Часы";"60 лет Октября просп., д11 пересечение с местным пр-м";"КП 098-04";"";"0.06";"Юго-Западный АО";"37.57832";"55.698292";"92387236";
884;"Часы";"Бакунинская ул., д84";"КП 098-03";"";"0.08";"Центральный АО";"37.692479";"55.779441";"92387237";
885;"Часы";"Шокальского пр., д11 пересечение с ул.Молодцова (6-я опора)";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.645409";"55.875593";"92387238";
886;"Часы";"Осташковская ул., д26 пересечение с Широкой ул. 8-я опора";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.674501";"55.890413";"92387239";
887;"Часы";"Щелковское шоссе, д29 пересечение с ул.Бирюсинка";"КП 098-01";"";"0.08";"Восточный АО";"37.781573";"55.809853";"92387240";
888;"Часы";"Симферопольский б-р, пересечение с Балаклавским просп. напротив д12 к3";"КП 098-01";"";"0.08";"Южный АО";"37.60533";"55.641728";"92387241";
889;"Часы";"Филевская Б. ул., напротив д19/18 пересечение с ул.Барклая";"КП 098-01";"";"0.08";"Западный АО";"37.496604";"55.747876";"92387242";
890;"Часы";"Кировоградская ул., напротив д9 к2а м.""Южная"" пересечение с Сумской ул.";"КП 098-01";"";"0.08";"Южный АО";"37.609121";"55.623561";"92387243";
891;"Часы";"Арбат Новый ул., д7 стр1 пересечение с Арбатским пер.";"КП 098-01";"";"0.12";"Центральный АО";"37.5972";"55.752718";"92387244";
892;"Часы";"Олимпийский просп., пересечение с Самотечной пл";"КП-098";"";"0.125";"Центральный АО";"37.62043";"55.774576";"92387245";
893;"Часы";"Ореховый б-р, д21 пересечение с ул.Ген.Белова";"КП 098-01";"";"0.12";"Южный АО";"37.722117";"55.611741";"92387246";
894;"Часы";"Ореховый б-р, д43 м ""Красногвардейская""";"КП 098-01";"";"0.12";"Южный АО";"37.743375";"55.614022";"92387247";
895;"Часы";"Осенний б-р, д12 м ""Крылатское""";"КП 098-01";"";"0.125";"Западный АО";"37.408493";"55.758228";"92387248";
896;"Часы";"Осенний б-р, д8 к1 Универсам";"КП 098-01";"";"0.12";"Западный АО";"37.408814";"55.755753";"92387249";
897;"Часы";"Открытое шоссе, д5 к6 м. ""Ул. Подбельского""";"АЧС-800";"";"0.08";"Восточный АО";"37.734667";"55.813743";"92387250";
898;"Часы";"Открытое шоссе, напротив д6 к/т ""Янтарь""";"АЧС-800";"";"0.08";"Восточный АО";"37.731156";"55.810696";"92387251";
899;"Часы";"Первомайская ул., д16 д/к ""Строитель""";"КП 098-04/1";"";"0.14";"Восточный АО";"37.775731";"55.791492";"92387252";
900;"Часы";"Первомайская ул., д49 пересечение с 5-й Парковой ул.";"КП 098-01";"";"0.125";"Восточный АО";"37.789446";"55.793166";"92387253";
901;"Часы";"Первомайская ул., д77 стр 1 пересечение с 9-й Парковой ул.";"КП 098-01";"";"0.125";"Восточный АО";"37.799645";"55.793341";"92387254";
902;"Часы";"Первомайская ул., д93/20 пересечение с 11-й Парковой ул.";"КП 098-01";"";"0.12";"Восточный АО";"37.805813";"55.793447";"92387255";
903;"Часы";"Перерва ул., пересечение с Мячковским б-ром м ""Братиславская""";"КП 098-01";"";"0.125";"Юго-Восточный АО";"37.751312";"55.659824";"92387256";
904;"Часы";"Новопесчаная ул., д20";"АЧС-800";"";"0.08";"Северный АО";"37.509508";"55.793621";"92387257";
905;"Часы";"Петровка ул., д11 пересечение со Столешниковым пер.";"КП 098-01";"";"0.12";"Центральный АО";"37.617279";"55.763231";"92387258";
906;"Часы";"площадь Петровские Ворота, у памятника Высоцкому";"КП 098-01";"";"0.12";"Центральный АО";"37.61324";"55.76817";"92387259";
907;"Часы";"Петровско-Разумовский пр., д19 А (на здании)";"ВНУ-2";"";"0.06";"Северный АО";"37.566147";"55.798644";"92387260";
908;"Часы";"Плющиха ул., д11 ГИБДД";"АЧС 2-900";"";"0.125";"Центральный АО";"37.579195";"55.744619";"92387261";
909;"Часы";"Победы пл., д2 Триумфальная арка";"КП 098-01";"";"0.12";"Западный АО";"37.519741";"55.737053";"92387262";
910;"Часы";"Полярная ул., напротив д1";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.63789";"55.871755";"92387263";
911;"Часы";"Полярная ул., д21 пересечение с ул.Молодцова";"АЧС-800";"";"0.08";"Северо-Восточный АО";"37.636236";"55.878761";"92387264";
912;"Часы";"Полярная ул., д9 к/т ""Полярный""";"АЧС-800";"";"0.08";"Северо-Восточный АО";"37.63708";"55.874428";"92387265";
913;"Часы";"Пречистенские ворота пл., м.""Кропоткинская""";"КП 098-01";"";"0.12";"Центральный АО";"37.602598";"55.744414";"92387266";
914;"Часы";"Крестьянская застава пл., магазин ""Арбат-Престиж""";"КП 098-04";"";"0.06";"Центральный АО";"37.668244";"55.733632";"92387267";
915;"Часы";"Профсоюзная ул., д104 м. ""Беляево"", пересечение с Миклухо-Маклая ул.";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.525742";"55.642209";"92387268";
916;"Часы";"Перерва ул., д31 Б ТК ""Марьино""";"АЧС 2-900";"";"0.125";"Юго-Восточный АО";"37.721164";"55.652953";"92387269";
917;"Часы";"Профсоюзная ул., д19-21 м. ""Профсоюзная""";"КП 098-01";"";"0.12";"Юго-Западный АО";"37.563476";"55.678143";"92387270";
918;"Часы";"Профсоюзная ул., д22/10 пересечение с ул.Кржижановского";"КП 098-01";"";"0.125";"Юго-Западный АО";"37.566406";"55.681215";"92387271";
919;"Часы";"Обручева ул., пересечение с ул.Профсоюзной ул.";"КП 098-01";"";"0.12";"Юго-Западный АО";"37.539654";"55.655724";"92387272";
920;"Часы";"Профсоюзная ул., д90 пересечение с ул.Бутлерова";"КП 098-04/1";"";"0.14";"Юго-Западный АО";"37.531871";"55.649298";"92387273";
921;"Часы";"Пятницкая ул., д29";"ВНУ-2";"";"0.06";"Центральный АО";"37.628661";"55.740904";"92387274";
922;"Часы";"Рогожская застава пл., м.""Римская"", пересечение с ш. Энтузиастов";"КП 098-01";"";"0.12";"Центральный АО";"37.68141";"55.746519";"92387275";
923;"Часы";"Рождественка ул., д3";"КП 098-01";"";"0.12";"Центральный АО";"37.623509";"55.760397";"92387276";
924;"Часы";"Сиреневый б-р, д75/33 (площадь Соловецких Юнг)";"КП 098-01";"";"0.12";"Восточный АО";"37.623425";"55.761771";"92387277";
925;"Часы";"Ульянова Дмитрия ул., д10";"АЧС 2-900";"";"0.125";"Юго-Западный АО";"37.567681";"55.689397";"92387278";
926;"Часы";"Садовая-Кудринская ул., д11";"КП-098";"";"0.125";"Центральный АО";"37.587485";"55.763402";"92387279";
927;"Часы";"Садовая-Кудринская ул., д25 пересечение с ул.Красина";"КП-098";"";"0.125";"Центральный АО";"37.590301";"55.765886";"92387280";
928;"Часы";"Смоленская ул., д1/29 м-н ""Руслан""";"АЧС 2-900";"";"0.125";"Центральный АО";"37.582514";"55.745649";"92387281";
929;"Часы";"Садовая-Спасская ул., д3";"КП-098";"";"0.125";"Центральный АО";"37.641792";"55.771078";"92387282";
930;"Часы";"Марксистская ул., д10 пересечение с Таганской ул. 5-я опора";"КП 098-01";"";"0.08";"Центральный АО";"37.657523";"55.740081";"92387283";
931;"Часы";"Бирюзова Маршала ул., напротив д32 пересечение с ул.Расплетина";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.483474";"55.798605";"92387284";
932;"Часы";"Райниса Яна б-р, д1/1 пересечение с ул.Героев Панфиловцев";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.438896";"55.8514";"92387285";
933;"Часы";"Боровское шоссе, напротив д2 пересечение с ул.50 лет Октября";"КП 098-01";"";"0.08";"Западный АО";"37.41126";"55.660013";"92387286";
934;"Часы";"Боровское шоссе, д29 пересечение с Новопеределкинской ул.";"КП 098-01";"";"0.08";"Западный АО";"37.361698";"55.643354";"92387287";
935;"Часы";"Боровское шоссе, напротив д35 пересечение с Чоботовской ул.";"КП 098-01";"";"0.08";"Западный АО";"37.358261";"55.642024";"92387288";
936;"Часы";"Моховая ул., д3 пересечение с ул.Знаменка";"КП 098-01";"";"0.08";"Центральный АО";"37.608771";"55.749287";"92387289";
937;"Часы";"Шереметьевская ул., д66 пересечение с ул.Веткина";"КП 098-04";"";"0.06";"Северо-Восточный АО";"37.61594";"55.806815";"92387290";
938;"Часы";"Измайловский вал ул., д20 пересечение с ул.Ткацкая";"КП 098-04";"";"0.06";"Восточный АО";"37.717991";"55.785031";"92387291";
939;"Часы";"Серпуховская Б.ул., д31 к1 пересечение с 1-м Щипковским пер.";"КП 098-01";"";"0.08";"Центральный АО";"37.627805";"55.72145";"92387292";
940;"Часы";"Народная ул., д11/13";"КП 098-01";"";"0.08";"Центральный АО";"37.64972";"55.736781";"92387293";
941;"Часы";"Измайловский просп., д63";"КП 098-01";"";"0.08";"Восточный АО";"37.78526";"55.788288";"92387294";
942;"Часы";"Красносельская Верхн.ул., д3Г (3-я опора) пересечение с 3 ГТК ""Ашан""";"КП 098-01";"";"0.08";"Центральный АО";"37.664698";"55.784787";"92387295";
943;"Часы";"Красный Казанец ул., вл.18 напротив д19 пересечение с ул.Красный Казанец";"КП 098-01";"";"0.08";"Восточный АО";"37.819342";"55.716487";"92387296";
944;"Часы";"Осенняя ул., напротив д13 пересечение с ул.Крылатские Холмы";"КП 098-01";"";"0.08";"Западный АО";"37.405039";"55.763007";"92387297";
945;"Часы";"Юшуньская Б.ул., д4 пересечение с ул.Каховка";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.59538";"55.65217";"92387298";
946;"Часы";"Лескова ул., д26 пересечение с ул.Коненкова";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.613913";"55.894339";"92387299";
947;"Часы";"Декабристов ул., д47 пересечение с ул.Мусоргского";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.624826";"55.858022";"92387300";
948;"Часы";"Пятницкое шоссе, д12 пересечение с Путиловским ш. 9-я опора";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.386387";"55.840179";"92387301";
949;"Часы";"Каширское шоссе, д132 пересечение с Ясеневой ул.";"КП 098-01";"";"0.08";"Южный АО";"37.722503";"55.601902";"92387302";
950;"Часы";"Каширское шоссе, д9 к1 пересечение с Хлебозаводским пр.";"КП 098-01";"";"0.08";"Южный АО";"37.628925";"55.668501";"92387303";
951;"Часы";"Мира просп., д126 пересечение с ул.Кибальчича";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.639651";"55.817439";"92387304";
952;"Часы";"Мира просп., д123 пересечение со 2-м Поперечным пр-м";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.645005";"55.82496";"92387305";
953;"Часы";"Боровское шоссе, д2 пересечение с Домостроительной ул.";"КП 098-01";"";"0.08";"Западный АО";"37.426799";"55.661321";"92387306";
954;"Часы";"Островитянова ул., д5 пересечение с ул.Академика Бакулева";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.492535";"55.64457";"92387307";
955;"Часы";"Воробьевское шоссе, д2 пересечение с 1-я Сетуньским пр.";"КП 098-01";"";"0.08";"Западный АО";"37.541078";"55.728321";"92387308";
956;"Часы";"Боровское шоссе, напротив д31";"КП 098-01";"";"0.08";"Западный АО";"37.360874";"55.643312";"92387310";
957;"Часы";"Дмитровское шоссе, д61 пересечение с 3-м Нижнелихоборским пер.";"КП 098-01";"";"0.08";"Северный АО";"37.567789";"55.846434";"92387311";
958;"Часы";"Брестская 2-я ул., д27 пересечение с ул.Гашека";"КП 098-01";"";"0.08";"Центральный АО";"37.589763";"55.771341";"92387312";
959;"Часы";"Коровинское шоссе, д19 ст.1 пересечение с Талдомской ул.";"КП 098-01";"";"0.08";"Северный АО";"37.526108";"55.875048";"92387313";
960;"Часы";"Пятницкое шоссе, д16 пересечение с Путиловским ш. 3-я опора";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.384435";"55.841866";"92387314";
961;"Часы";"Митинская ул., д48 пересечение с 3-м Митинским пер.";"КП 098-01";"";"0.08";"Северо-Западный АО";"37.355002";"55.849983";"92387315";
962;"Часы";"Новоалексеевская ул., д12 пересечение с 3-й Мытищинской ул.";"КП 098-01";"";"0.08";"Северо-Восточный АО";"37.645291";"55.809124";"92387316";
963;"Часы";"Адмирала Лазарева ул., напротив д45 пересечение с местным пр-м";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.51931";"55.542325";"92387318";
964;"Часы";"Адмирала Лазарева ул., д2 пересечение с Аллеей Витте";"КП 098-01";"";"0.08";"Юго-Западный АО";"37.543114";"55.546378";"92387319";
965;"Часы";"Парковая 9-я ул., д60 пересечение с Сиреневым б-ром";"КП 098-04/1";"";"0.1";"Восточный АО";"37.79906";"55.803261";"92387320";
966;"Часы";"Саянская ул., д7 к1 1-я опора до местн.съезда при движении от МКАД";"КП 098-01";"";"0.125";"Восточный АО";"37.831062";"55.767547";"92387321";
967;"Часы";"Свободы ул., д1 пересечение с Волоколамским ш.";"АЧС-800";"";"0.08";"Северо-Западный АО";"37.450372";"55.822852";"92387322";
